customer_id,first_name,last_name,email,city,signup_date
66,Customer_66,Lastname_66,customer66@example.com,Hyderabad,2024-04-06
67,Customer_67,Lastname_67,customer67@example.com,Bengaluru,2024-03-24
68,Customer_68,Lastname_68,customer68@example.com,Delhi,2024-01-19
69,Customer_69,Lastname_69,customer69@example.com,Delhi,2024-01-18
70,Customer_70,Lastname_70,customer70@example.com,Pune,2024-08-18
71,Customer_71,Lastname_71,customer71@example.com,Bengaluru,2024-11-05
72,Customer_72,Lastname_72,customer72@example.com,Bengaluru,2024-05-24
73,Customer_73,Lastname_73,customer73@example.com,Mumbai,2024-05-14
74,Customer_74,Lastname_74,customer74@example.com,Delhi,2024-08-20
75,Customer_75,Lastname_75,customer75@example.com,Pune,2024-10-02
76,Customer_76,Lastname_76,customer76@example.com,Pune,2024-11-08
77,Customer_77,Lastname_77,customer77@example.com,Bengaluru,2024-02-09
78,Customer_78,Lastname_78,customer78@example.com,Pune,2024-02-25
79,Customer_79,Lastname_79,customer79@example.com,Mumbai,2024-10-15
80,Customer_80,Lastname_80,customer80@example.com,Bengaluru,2024-10-11
81,Customer_81,Lastname_81,customer81@example.com,Pune,2024-04-05
82,Customer_82,Lastname_82,customer82@example.com,Delhi,2024-03-01
83,Customer_83,Lastname_83,customer83@example.com,Bengaluru,2024-04-26
84,Customer_84,Lastname_84,customer84@example.com,Delhi,2024-11-05
85,Customer_85,Lastname_85,customer85@example.com,Bengaluru,2024-07-28
86,Customer_86,Lastname_86,customer86@example.com,Mumbai,2024-12-03
87,Customer_87,Lastname_87,customer87@example.com,Mumbai,2024-03-17
88,Customer_88,Lastname_88,customer88@example.com,Delhi,2024-11-19
89,Customer_89,Lastname_89,customer89@example.com,Hyderabad,2024-11-27
90,Customer_90,Lastname_90,customer90@example.com,Pune,2024-10-29
91,Customer_91,Lastname_91,customer91@example.com,Mumbai,2024-01-30
92,Customer_92,Lastname_92,customer92@example.com,Hyderabad,2024-03-26
93,Customer_93,Lastname_93,customer93@example.com,Mumbai,2024-08-19
94,Customer_94,Lastname_94,customer94@example.com,Pune,2024-02-26
95,Customer_95,Lastname_95,customer95@example.com,Hyderabad,2024-09-15
96,Customer_96,Lastname_96,customer96@example.com,Pune,2024-01-14
97,Customer_97,Lastname_97,customer97@example.com,Mumbai,2024-01-02
98,Customer_98,Lastname_98,customer98@example.com,Bengaluru,2024-06-11
99,Customer_99,Lastname_99,customer99@example.com,Bengaluru,2024-05-22
100,Customer_100,Lastname_100,customer100@example.com,Pune,2024-05-15
101,Customer_101,Lastname_101,customer101@example.com,Delhi,2024-08-28
102,Customer_102,Lastname_102,customer102@example.com,Mumbai,2024-11-30
103,Customer_103,Lastname_103,customer103@example.com,Bengaluru,2024-12-22
104,Customer_104,Lastname_104,customer104@example.com,Pune,2024-03-24
105,Customer_105,Lastname_105,customer105@example.com,Mumbai,2024-03-06
106,Customer_106,Lastname_106,customer106@example.com,Mumbai,2024-12-29
107,Customer_107,Lastname_107,customer107@example.com,Delhi,2024-01-05
108,Customer_108,Lastname_108,customer108@example.com,Delhi,2024-09-06
109,Customer_109,Lastname_109,customer109@example.com,Delhi,2024-12-16
110,Customer_110,Lastname_110,customer110@example.com,Bengaluru,2024-11-26
111,Customer_111,Lastname_111,customer111@example.com,Pune,2024-09-02
112,Customer_112,Lastname_112,customer112@example.com,Bengaluru,2024-01-25
113,Customer_113,Lastname_113,customer113@example.com,Hyderabad,2024-09-14
114,Customer_114,Lastname_114,customer114@example.com,Pune,2024-10-26
115,Customer_115,Lastname_115,customer115@example.com,Pune,2024-03-12
116,Customer_116,Lastname_116,customer116@example.com,Hyderabad,2024-08-30
117,Customer_117,Lastname_117,customer117@example.com,Hyderabad,2024-06-07
118,Customer_118,Lastname_118,customer118@example.com,Mumbai,2024-11-14
119,Customer_119,Lastname_119,customer119@example.com,Delhi,2024-01-30
120,Customer_120,Lastname_120,customer120@example.com,Hyderabad,2024-07-04
121,Customer_121,Lastname_121,customer121@example.com,Hyderabad,2024-06-05
122,Customer_122,Lastname_122,customer122@example.com,Hyderabad,2024-12-05
123,Customer_123,Lastname_123,customer123@example.com,Delhi,2024-12-01
124,Customer_124,Lastname_124,customer124@example.com,Hyderabad,2024-07-12
125,Customer_125,Lastname_125,customer125@example.com,Delhi,2024-08-27
126,Customer_126,Lastname_126,customer126@example.com,Mumbai,2024-09-26
127,Customer_127,Lastname_127,customer127@example.com,Pune,2024-05-17
128,Customer_128,Lastname_128,customer128@example.com,Mumbai,2024-05-30
129,Customer_129,Lastname_129,customer129@example.com,Mumbai,2024-08-12
130,Customer_130,Lastname_130,customer130@example.com,Hyderabad,2024-08-27
131,Customer_131,Lastname_131,customer131@example.com,Delhi,2024-05-20
132,Customer_132,Lastname_132,customer132@example.com,Pune,2024-11-12
133,Customer_133,Lastname_133,customer133@example.com,Delhi,2024-02-03
134,Customer_134,Lastname_134,customer134@example.com,Pune,2024-12-25
135,Customer_135,Lastname_135,customer135@example.com,Delhi,2024-09-02
136,Customer_136,Lastname_136,customer136@example.com,Mumbai,2024-06-07
137,Customer_137,Lastname_137,customer137@example.com,Hyderabad,2024-04-30
138,Customer_138,Lastname_138,customer138@example.com,Mumbai,2024-06-10
139,Customer_139,Lastname_139,customer139@example.com,Delhi,2024-10-09
140,Customer_140,Lastname_140,customer140@example.com,Hyderabad,2024-12-31
141,Customer_141,Lastname_141,customer141@example.com,Hyderabad,2024-08-19
142,Customer_142,Lastname_142,customer142@example.com,Hyderabad,2024-08-08
143,Customer_143,Lastname_143,customer143@example.com,Hyderabad,2024-01-11
144,Customer_144,Lastname_144,customer144@example.com,Pune,2024-01-29
145,Customer_145,Lastname_145,customer145@example.com,Hyderabad,2024-10-14
146,Customer_146,Lastname_146,customer146@example.com,Mumbai,2024-08-03
147,Customer_147,Lastname_147,customer147@example.com,Mumbai,2024-12-03
148,Customer_148,Lastname_148,customer148@example.com,Pune,2024-03-30
149,Customer_149,Lastname_149,customer149@example.com,Delhi,2024-07-25
150,Customer_150,Lastname_150,customer150@example.com,Delhi,2024-12-07
151,Customer_151,Lastname_151,customer151@example.com,Pune,2024-05-02
152,Customer_152,Lastname_152,customer152@example.com,Pune,2024-04-05
153,Customer_153,Lastname_153,customer153@example.com,Mumbai,2024-12-03
154,Customer_154,Lastname_154,customer154@example.com,Pune,2024-11-21
155,Customer_155,Lastname_155,customer155@example.com,Mumbai,2024-11-27
156,Customer_156,Lastname_156,customer156@example.com,Pune,2024-11-28
157,Customer_157,Lastname_157,customer157@example.com,Mumbai,2024-06-09
158,Customer_158,Lastname_158,customer158@example.com,Delhi,2024-03-16
159,Customer_159,Lastname_159,customer159@example.com,Mumbai,2024-03-11
160,Customer_160,Lastname_160,customer160@example.com,Pune,2024-12-12
161,Customer_161,Lastname_161,customer161@example.com,Pune,2024-11-21
162,Customer_162,Lastname_162,customer162@example.com,Hyderabad,2024-01-31
163,Customer_163,Lastname_163,customer163@example.com,Pune,2024-03-18
164,Customer_164,Lastname_164,customer164@example.com,Pune,2024-07-24
165,Customer_165,Lastname_165,customer165@example.com,Bengaluru,2024-09-19
166,Customer_166,Lastname_166,customer166@example.com,Bengaluru,2024-09-01
167,Customer_167,Lastname_167,customer167@example.com,Bengaluru,2024-06-13
168,Customer_168,Lastname_168,customer168@example.com,Mumbai,2024-01-24
169,Customer_169,Lastname_169,customer169@example.com,Bengaluru,2024-05-12
170,Customer_170,Lastname_170,customer170@example.com,Bengaluru,2024-11-25
171,Customer_171,Lastname_171,customer171@example.com,Delhi,2024-05-12
172,Customer_172,Lastname_172,customer172@example.com,Pune,2024-03-19
173,Customer_173,Lastname_173,customer173@example.com,Delhi,2024-11-25
174,Customer_174,Lastname_174,customer174@example.com,Pune,2024-09-14
175,Customer_175,Lastname_175,customer175@example.com,Pune,2024-08-19
176,Customer_176,Lastname_176,customer176@example.com,Mumbai,2024-07-07
177,Customer_177,Lastname_177,customer177@example.com,Delhi,2024-08-29
178,Customer_178,Lastname_178,customer178@example.com,Bengaluru,2024-08-09
179,Customer_179,Lastname_179,customer179@example.com,Mumbai,2024-05-22
180,Customer_180,Lastname_180,customer180@example.com,Pune,2024-01-07
181,Customer_181,Lastname_181,customer181@example.com,Bengaluru,2024-02-23
182,Customer_182,Lastname_182,customer182@example.com,Pune,2024-12-28
183,Customer_183,Lastname_183,customer183@example.com,Pune,2024-08-01
184,Customer_184,Lastname_184,customer184@example.com,Delhi,2024-10-25
185,Customer_185,Lastname_185,customer185@example.com,Bengaluru,2024-11-03
186,Customer_186,Lastname_186,customer186@example.com,Delhi,2024-03-24
187,Customer_187,Lastname_187,customer187@example.com,Mumbai,2024-08-15
188,Customer_188,Lastname_188,customer188@example.com,Bengaluru,2024-02-27
189,Customer_189,Lastname_189,customer189@example.com,Mumbai,2024-07-10
190,Customer_190,Lastname_190,customer190@example.com,Mumbai,2024-01-16
191,Customer_191,Lastname_191,customer191@example.com,Bengaluru,2024-04-18
192,Customer_192,Lastname_192,customer192@example.com,Hyderabad,2024-08-26
193,Customer_193,Lastname_193,customer193@example.com,Delhi,2024-11-15
194,Customer_194,Lastname_194,customer194@example.com,Hyderabad,2024-08-13
195,Customer_195,Lastname_195,customer195@example.com,Delhi,2024-12-31
196,Customer_196,Lastname_196,customer196@example.com,Bengaluru,2024-10-27
197,Customer_197,Lastname_197,customer197@example.com,Bengaluru,2024-10-11
198,Customer_198,Lastname_198,customer198@example.com,Hyderabad,2024-03-25
199,Customer_199,Lastname_199,customer199@example.com,Hyderabad,2024-03-20
200,Customer_200,Lastname_200,customer200@example.com,Delhi,2024-11-05
201,Customer_201,Lastname_201,customer201@example.com,Delhi,2024-01-14
202,Customer_202,Lastname_202,customer202@example.com,Mumbai,2024-03-28
203,Customer_203,Lastname_203,customer203@example.com,Delhi,2024-06-26
204,Customer_204,Lastname_204,customer204@example.com,Pune,2024-03-25
205,Customer_205,Lastname_205,customer205@example.com,Mumbai,2024-05-26
206,Customer_206,Lastname_206,customer206@example.com,Mumbai,2024-12-11
207,Customer_207,Lastname_207,customer207@example.com,Bengaluru,2024-06-29
208,Customer_208,Lastname_208,customer208@example.com,Delhi,2024-07-02
209,Customer_209,Lastname_209,customer209@example.com,Mumbai,2024-01-18
210,Customer_210,Lastname_210,customer210@example.com,Mumbai,2024-01-26
211,Customer_211,Lastname_211,customer211@example.com,Delhi,2024-07-04
212,Customer_212,Lastname_212,customer212@example.com,Pune,2024-06-07
213,Customer_213,Lastname_213,customer213@example.com,Pune,2024-10-14
214,Customer_214,Lastname_214,customer214@example.com,Mumbai,2024-10-10
215,Customer_215,Lastname_215,customer215@example.com,Mumbai,2024-06-04
216,Customer_216,Lastname_216,customer216@example.com,Delhi,2024-10-02
217,Customer_217,Lastname_217,customer217@example.com,Bengaluru,2024-06-05
218,Customer_218,Lastname_218,customer218@example.com,Mumbai,2024-08-18
219,Customer_219,Lastname_219,customer219@example.com,Mumbai,2024-01-08
220,Customer_220,Lastname_220,customer220@example.com,Delhi,2024-06-20
221,Customer_221,Lastname_221,customer221@example.com,Delhi,2024-05-06
222,Customer_222,Lastname_222,customer222@example.com,Mumbai,2024-09-21
223,Customer_223,Lastname_223,customer223@example.com,Hyderabad,2024-07-06
224,Customer_224,Lastname_224,customer224@example.com,Bengaluru,2024-09-07
225,Customer_225,Lastname_225,customer225@example.com,Mumbai,2024-12-20
226,Customer_226,Lastname_226,customer226@example.com,Mumbai,2024-06-11
227,Customer_227,Lastname_227,customer227@example.com,Bengaluru,2024-08-12
228,Customer_228,Lastname_228,customer228@example.com,Delhi,2024-08-12
229,Customer_229,Lastname_229,customer229@example.com,Bengaluru,2024-02-08
230,Customer_230,Lastname_230,customer230@example.com,Pune,2024-06-11
231,Customer_231,Lastname_231,customer231@example.com,Pune,2024-07-16
232,Customer_232,Lastname_232,customer232@example.com,Delhi,2024-11-03
233,Customer_233,Lastname_233,customer233@example.com,Bengaluru,2024-10-02
234,Customer_234,Lastname_234,customer234@example.com,Pune,2024-08-19
235,Customer_235,Lastname_235,customer235@example.com,Delhi,2024-11-07
236,Customer_236,Lastname_236,customer236@example.com,Pune,2024-05-24
237,Customer_237,Lastname_237,customer237@example.com,Bengaluru,2024-07-25
238,Customer_238,Lastname_238,customer238@example.com,Hyderabad,2024-02-26
239,Customer_239,Lastname_239,customer239@example.com,Pune,2024-11-03
240,Customer_240,Lastname_240,customer240@example.com,Hyderabad,2024-03-12
241,Customer_241,Lastname_241,customer241@example.com,Mumbai,2024-08-24
242,Customer_242,Lastname_242,customer242@example.com,Delhi,2024-01-05
243,Customer_243,Lastname_243,customer243@example.com,Hyderabad,2025-01-01
244,Customer_244,Lastname_244,customer244@example.com,Pune,2024-04-01
245,Customer_245,Lastname_245,customer245@example.com,Mumbai,2024-06-29
246,Customer_246,Lastname_246,customer246@example.com,Hyderabad,2024-11-27
247,Customer_247,Lastname_247,customer247@example.com,Bengaluru,2024-02-17
248,Customer_248,Lastname_248,customer248@example.com,Bengaluru,2024-01-28
249,Customer_249,Lastname_249,customer249@example.com,Delhi,2024-08-01
250,Customer_250,Lastname_250,customer250@example.com,Pune,2024-07-27
251,Customer_251,Lastname_251,customer251@example.com,Hyderabad,2024-07-18
252,Customer_252,Lastname_252,customer252@example.com,Hyderabad,2024-01-11
253,Customer_253,Lastname_253,customer253@example.com,Bengaluru,2024-03-24
254,Customer_254,Lastname_254,customer254@example.com,Mumbai,2024-09-25
255,Customer_255,Lastname_255,customer255@example.com,Hyderabad,2024-01-27
256,Customer_256,Lastname_256,customer256@example.com,Hyderabad,2024-01-21
257,Customer_257,Lastname_257,customer257@example.com,Mumbai,2024-02-21
258,Customer_258,Lastname_258,customer258@example.com,Pune,2024-07-31
259,Customer_259,Lastname_259,customer259@example.com,Hyderabad,2024-03-27
260,Customer_260,Lastname_260,customer260@example.com,Delhi,2024-07-30
261,Customer_261,Lastname_261,customer261@example.com,Bengaluru,2024-09-16
262,Customer_262,Lastname_262,customer262@example.com,Hyderabad,2024-03-11
263,Customer_263,Lastname_263,customer263@example.com,Pune,2024-02-01
264,Customer_264,Lastname_264,customer264@example.com,Bengaluru,2024-05-08
265,Customer_265,Lastname_265,customer265@example.com,Hyderabad,2024-05-20
266,Customer_266,Lastname_266,customer266@example.com,Mumbai,2024-04-15
267,Customer_267,Lastname_267,customer267@example.com,Hyderabad,2024-10-07
268,Customer_268,Lastname_268,customer268@example.com,Delhi,2024-08-09
269,Customer_269,Lastname_269,customer269@example.com,Pune,2024-01-28
270,Customer_270,Lastname_270,customer270@example.com,Pune,2024-07-14
271,Customer_271,Lastname_271,customer271@example.com,Delhi,2024-09-03
272,Customer_272,Lastname_272,customer272@example.com,Bengaluru,2024-09-08
273,Customer_273,Lastname_273,customer273@example.com,Mumbai,2024-10-18
274,Customer_274,Lastname_274,customer274@example.com,Delhi,2024-12-09
275,Customer_275,Lastname_275,customer275@example.com,Mumbai,2024-05-03
276,Customer_276,Lastname_276,customer276@example.com,Pune,2024-11-25
277,Customer_277,Lastname_277,customer277@example.com,Hyderabad,2024-06-03
278,Customer_278,Lastname_278,customer278@example.com,Pune,2024-09-24
279,Customer_279,Lastname_279,customer279@example.com,Hyderabad,2024-04-23
280,Customer_280,Lastname_280,customer280@example.com,Hyderabad,2024-08-30
281,Customer_281,Lastname_281,customer281@example.com,Mumbai,2024-02-01
282,Customer_282,Lastname_282,customer282@example.com,Delhi,2024-11-08
283,Customer_283,Lastname_283,customer283@example.com,Hyderabad,2024-09-11
284,Customer_284,Lastname_284,customer284@example.com,Mumbai,2024-01-11
285,Customer_285,Lastname_285,customer285@example.com,Pune,2024-05-09
286,Customer_286,Lastname_286,customer286@example.com,Delhi,2024-03-22
287,Customer_287,Lastname_287,customer287@example.com,Mumbai,2024-10-31
288,Customer_288,Lastname_288,customer288@example.com,Hyderabad,2024-10-25
289,Customer_289,Lastname_289,customer289@example.com,Hyderabad,2024-01-26
290,Customer_290,Lastname_290,customer290@example.com,Pune,2024-03-21
291,Customer_291,Lastname_291,customer291@example.com,Pune,2024-07-23
292,Customer_292,Lastname_292,customer292@example.com,Hyderabad,2024-02-23
293,Customer_293,Lastname_293,customer293@example.com,Pune,2024-05-28
294,Customer_294,Lastname_294,customer294@example.com,Pune,2024-05-18
295,Customer_295,Lastname_295,customer295@example.com,Mumbai,2024-05-03
296,Customer_296,Lastname_296,customer296@example.com,Hyderabad,2024-08-22
297,Customer_297,Lastname_297,customer297@example.com,Mumbai,2024-02-10
298,Customer_298,Lastname_298,customer298@example.com,Bengaluru,2024-04-10
299,Customer_299,Lastname_299,customer299@example.com,Hyderabad,2024-02-16
300,Customer_300,Lastname_300,customer300@example.com,Mumbai,2024-08-14
301,Customer_301,Lastname_301,customer301@example.com,Hyderabad,2024-11-23
302,Customer_302,Lastname_302,customer302@example.com,Bengaluru,2024-09-03
303,Customer_303,Lastname_303,customer303@example.com,Bengaluru,2024-07-14
304,Customer_304,Lastname_304,customer304@example.com,Bengaluru,2024-03-31
305,Customer_305,Lastname_305,customer305@example.com,Delhi,2024-10-23
306,Customer_306,Lastname_306,customer306@example.com,Mumbai,2024-09-05
307,Customer_307,Lastname_307,customer307@example.com,Hyderabad,2024-01-12
308,Customer_308,Lastname_308,customer308@example.com,Mumbai,2024-01-06
309,Customer_309,Lastname_309,customer309@example.com,Mumbai,2024-11-30
310,Customer_310,Lastname_310,customer310@example.com,Hyderabad,2024-06-07
311,Customer_311,Lastname_311,customer311@example.com,Bengaluru,2024-03-30
312,Customer_312,Lastname_312,customer312@example.com,Hyderabad,2024-06-03
313,Customer_313,Lastname_313,customer313@example.com,Delhi,2024-09-18
314,Customer_314,Lastname_314,customer314@example.com,Hyderabad,2024-06-16
315,Customer_315,Lastname_315,customer315@example.com,Pune,2024-01-11
316,Customer_316,Lastname_316,customer316@example.com,Delhi,2024-03-13
317,Customer_317,Lastname_317,customer317@example.com,Hyderabad,2024-05-02
318,Customer_318,Lastname_318,customer318@example.com,Delhi,2024-07-05
319,Customer_319,Lastname_319,customer319@example.com,Bengaluru,2024-06-16
320,Customer_320,Lastname_320,customer320@example.com,Hyderabad,2024-04-01
321,Customer_321,Lastname_321,customer321@example.com,Pune,2024-02-28
322,Customer_322,Lastname_322,customer322@example.com,Mumbai,2024-04-27
323,Customer_323,Lastname_323,customer323@example.com,Mumbai,2024-08-15
324,Customer_324,Lastname_324,customer324@example.com,Hyderabad,2024-04-28
325,Customer_325,Lastname_325,customer325@example.com,Delhi,2024-06-16
326,Customer_326,Lastname_326,customer326@example.com,Bengaluru,2024-01-25
327,Customer_327,Lastname_327,customer327@example.com,Hyderabad,2024-10-09
328,Customer_328,Lastname_328,customer328@example.com,Hyderabad,2024-10-28
329,Customer_329,Lastname_329,customer329@example.com,Pune,2024-04-03
330,Customer_330,Lastname_330,customer330@example.com,Delhi,2024-06-14
331,Customer_331,Lastname_331,customer331@example.com,Pune,2024-03-19
332,Customer_332,Lastname_332,customer332@example.com,Delhi,2024-11-20
333,Customer_333,Lastname_333,customer333@example.com,Hyderabad,2024-10-24
334,Customer_334,Lastname_334,customer334@example.com,Hyderabad,2024-09-30
335,Customer_335,Lastname_335,customer335@example.com,Delhi,2024-08-21
336,Customer_336,Lastname_336,customer336@example.com,Hyderabad,2024-07-18
337,Customer_337,Lastname_337,customer337@example.com,Mumbai,2024-05-14
338,Customer_338,Lastname_338,customer338@example.com,Bengaluru,2024-07-13
339,Customer_339,Lastname_339,customer339@example.com,Hyderabad,2024-08-12
340,Customer_340,Lastname_340,customer340@example.com,Hyderabad,2024-08-25
341,Customer_341,Lastname_341,customer341@example.com,Delhi,2024-05-06
342,Customer_342,Lastname_342,customer342@example.com,Delhi,2024-03-31
343,Customer_343,Lastname_343,customer343@example.com,Delhi,2024-07-06
344,Customer_344,Lastname_344,customer344@example.com,Mumbai,2024-02-04
345,Customer_345,Lastname_345,customer345@example.com,Delhi,2024-02-03
346,Customer_346,Lastname_346,customer346@example.com,Delhi,2024-12-17
347,Customer_347,Lastname_347,customer347@example.com,Mumbai,2024-09-21
348,Customer_348,Lastname_348,customer348@example.com,Delhi,2024-02-18
349,Customer_349,Lastname_349,customer349@example.com,Mumbai,2024-09-01
350,Customer_350,Lastname_350,customer350@example.com,Mumbai,2024-05-04
351,Customer_351,Lastname_351,customer351@example.com,Delhi,2024-03-19
352,Customer_352,Lastname_352,customer352@example.com,Mumbai,2024-05-08
353,Customer_353,Lastname_353,customer353@example.com,Bengaluru,2024-06-27
354,Customer_354,Lastname_354,customer354@example.com,Mumbai,2024-02-26
355,Customer_355,Lastname_355,customer355@example.com,Pune,2024-11-04
356,Customer_356,Lastname_356,customer356@example.com,Mumbai,2024-07-26
357,Customer_357,Lastname_357,customer357@example.com,Delhi,2024-03-11
358,Customer_358,Lastname_358,customer358@example.com,Delhi,2024-07-26
359,Customer_359,Lastname_359,customer359@example.com,Pune,2024-01-21
360,Customer_360,Lastname_360,customer360@example.com,Hyderabad,2024-06-12
361,Customer_361,Lastname_361,customer361@example.com,Mumbai,2024-11-24
362,Customer_362,Lastname_362,customer362@example.com,Pune,2024-01-14
363,Customer_363,Lastname_363,customer363@example.com,Mumbai,2024-11-10
364,Customer_364,Lastname_364,customer364@example.com,Bengaluru,2024-01-17
365,Customer_365,Lastname_365,customer365@example.com,Pune,2024-11-01
366,Customer_366,Lastname_366,customer366@example.com,Pune,2024-12-11
367,Customer_367,Lastname_367,customer367@example.com,Bengaluru,2024-04-04
368,Customer_368,Lastname_368,customer368@example.com,Hyderabad,2024-01-29
369,Customer_369,Lastname_369,customer369@example.com,Bengaluru,2024-11-27
370,Customer_370,Lastname_370,customer370@example.com,Pune,2024-02-05
371,Customer_371,Lastname_371,customer371@example.com,Bengaluru,2024-12-26
372,Customer_372,Lastname_372,customer372@example.com,Hyderabad,2024-04-26
373,Customer_373,Lastname_373,customer373@example.com,Delhi,2024-05-25
374,Customer_374,Lastname_374,customer374@example.com,Bengaluru,2024-02-11
375,Customer_375,Lastname_375,customer375@example.com,Hyderabad,2024-01-05
376,Customer_376,Lastname_376,customer376@example.com,Mumbai,2024-05-24
377,Customer_377,Lastname_377,customer377@example.com,Mumbai,2024-04-09
378,Customer_378,Lastname_378,customer378@example.com,Bengaluru,2024-02-21
379,Customer_379,Lastname_379,customer379@example.com,Pune,2024-04-29
380,Customer_380,Lastname_380,customer380@example.com,Hyderabad,2024-05-23
381,Customer_381,Lastname_381,customer381@example.com,Pune,2024-08-17
382,Customer_382,Lastname_382,customer382@example.com,Bengaluru,2024-08-29
383,Customer_383,Lastname_383,customer383@example.com,Delhi,2024-08-12
384,Customer_384,Lastname_384,customer384@example.com,Hyderabad,2024-08-30
385,Customer_385,Lastname_385,customer385@example.com,Hyderabad,2024-03-16
386,Customer_386,Lastname_386,customer386@example.com,Pune,2024-01-25
387,Customer_387,Lastname_387,customer387@example.com,Hyderabad,2024-07-13
388,Customer_388,Lastname_388,customer388@example.com,Delhi,2024-04-23
389,Customer_389,Lastname_389,customer389@example.com,Bengaluru,2024-09-30
390,Customer_390,Lastname_390,customer390@example.com,Hyderabad,2024-09-15
